title,sentiment,prediction
UK economy shrinks record 20.4% in April due to lockdown,negative,1
Footwear company Wolverine Worldwide buys Lululemon competitor Sweaty Betty for $410 million,neutral,1
This blockchain-based card game shows us the future of ownership [MIT Technology Review],neutral,1
"Analyst: Alphabet should spin off YouTube, would be worth $300 billion",neutral,0
"Gobbling China’s exports, US sinks into dependency",negative,0
Mexico Considers Using $12 Billion IMF Windfall to Pay Debt,neutral,0
US farmers who sell to China feel pain of Beijing’s tariffs,negative,2
Central Asia's largest off-the-grid solar project in Afghanistan.,neutral,0
Why China fell out of love with New York property,neutral,0
"Boeing Built an Unsafe Plane, and Blamed the Pilots When It Crashed",negative,0
"Americans will likely see ""uncomfortably high"" inflation this year, Treasury Secretary Janet Yellen says",negative,1
"Uber, losing billions, freezes engineering hires",negative,1
Why the Fed is about to stop the party on Wall Street (and what it means for you),neutral,0
"$14,000 fines for unvaccinated workers under Biden's new COVID rules",negative,1
Singapore slows the pace of reopening as Covid cases haven't declined significantly,negative,1
German industry continues to suffer under supply chain frictions (ING),negative,1
"Carlos Ghosn bets on China economy, calls on Japan to fix ‘outdated’ justice system",neutral,1
"Stocks making the biggest moves premarket: Home Depot, Macy's, Medtronic and others",neutral,1
Have The Boomers Ruined Everything? Are mistakes of the past creating a crisis for younger Americans?,negative,0
China warns of 'tough struggle' as it cuts growth target to lowest since 1990,negative,1
Indian Tells Starlink to Stop Selling Internet Without License,neutral,0
Horizon Kinetics Q1 2019 Letter,neutral,1
What Killed the Middle Class?,negative,2
Amazon: Five things we know about new boss Andy Jassy,neutral,0
China’s tech crackdown challenges Western notions,negative,1
An analysis of CEOs and their emails,neutral,0
China's economic growth plunges to lowest level since 1992,negative,2
Trouble Brewing in China’s Credit Markets as More Bond Defaults Come — good piece showing how ugly the upcoming Chinese credit market can get (Ex: 26 firms that defaulted in 2018 have 63 more bonds maturing this year..),negative,1
Hong Kong exchange makes £29.6bn bid for London Stock Exchange,neutral,1
Biden rolls out multibillion-dollar plan to upgrade aging U.S. ports after passage of infrastructure bill,positive,0
US households see biggest decline in net worth since the financial crisis,negative,1
Tesla to pay $137m to former employee over racism at work,negative,1
Big North Carolina factory likely to be Toyota battery plant | AP News,neutral,1
Study: Effects of the Student Loan Freeze,neutral,0
American productivity fell by the largest amount since 1960,negative,1
Tesla shares fall after Consumer Reports says it will no longer recommend Model 3,negative,1
"It’s Never Been Easier to Be a C.E.O., and the Pay Keeps Rising",neutral,1
Hong Kong's flight cancellations are a disaster for the economy - CNN,negative,0
"Marketplace suspends most NFT sales, citing 'rampant' fakes and plagiarism",negative,2
Elon Musk becomes world's richest person as wealth tops $185bn,neutral,1
"What, Me Worry? Fed Chief's Emotional Tone Can Drive Markets, Study Suggests",neutral,1
London Metal Exchange’s historic “ring” reopens in the City,neutral,0
"Business conditions are at their worst level since the 2008 financial crisis, says Morgan Stanley",negative,0
Bank of America's tech chief says there's nothing new about the Apple Card,neutral,0
Trade tensions and the risk of a recession lower corporate earnings forecasts,negative,1
Investing in Europe's Japanification,neutral,0
"Japan's Nomura to cut $1 billion costs to revive wholesale business, shut branches",negative,0
"Jeff Bezos to Step Down as Amazon CEO, Become Executive Chair",neutral,2
A Model of the Australian Housing Market,neutral,1
"Ant Group's IPO won't happen for at least six months after regulatory hurdles, China ETF issuer says",neutral,0
Consumer spending in the United States shrank by 0.5% in December,negative,1
"Same question, anything that you can offer helps!",neutral,0
Tax Reform Unleashed the U.S. Economy: The surge in private investment has brought big returns for households as well as the government.,positive,2
"The Federation of German Industries declared that there was “system competition” between Germany and China, in other words, that trade between the two countries had become a zero-sum battle",neutral,2
Tax Deduction for High-Income worth $200 billion put in Stimulus Negotiations,neutral,2
"Fox Entertainment, Bento Box Enter NFT Space, Launch $100 Million Creator Fund Through Newly Formed Blockchain Creative Labs",neutral,0
Can China’s outsized real estate sector amplify a Delta-induced slowdown? by Kenneth Rogoff,neutral,1
"People, metaphorically, ""shoot the messenger"" of bad news. They sometimes generate a dislike toward the bearer of bad news (laying-off, criticism, increasing work burden). But this dislike can be mitigated by using a technique called sandwiching and making intentions clear.",negative,0
4 simple ways to nurture leads without being ‘pushy’,neutral,1
Trump picks another Fed member who believes in the gold standard. This one really means it,neutral,0
"Quantitative Easing, MMT, and Inflation/Deflation: A Primer",neutral,0
Classic case of do as I say not as I do… “The Great Inflation Scare- Not So Fast.”,neutral,0
Facebook plans to change its name as part of company rebrand – report,neutral,0
Amazon's business practices examined by two U.S. states,neutral,0
Lego doubles profits as demand soars beyond Covid-19 lockdown,positive,2
"Russia, China and EU are pushing towards de-dollarization: Will India follow?",neutral,0
Argentina is months or even weeks far from defaulting its debt (it would be the ninth default in its history),negative,0
Elizabeth Warren Is Proposing New Regulations on the Private Equity Industry,neutral,1
"Wages up 7% in Los Angeles/Orange County year over year, a real wage increase of nearly 4%",positive,1
The Economist | Charity begins at work,neutral,1
"After Russia invaded Ukraine, Credit Suisse asked investors to destroy documents linked to oligarch yacht loans, report says",negative,1
China Evergrande bond trading suspended after downgrade,negative,1
Federal Trade Commission accuses Intuit of deceptively advertising TurboTax as free,negative,0
The Four Basic Truths of Macroeconomics,neutral,1
A second Great Depression? Unemployment crisis hits big cities hard,negative,1
"Stronger action on climate change would benefit the economy, study finds",positive,0
"The number of job openings fell to 7.1 million on the last business day of February (-538,000)",negative,1
"India, one of the world's largest exporters of onions, has banned the export of onions due to crop damage.",negative,2
"The Workers Won’t Be Coming Back, Covid or Not. Here Are Theories on Where They Went.",neutral,0
"Nike warns on holiday delays, cuts full-year sales estimate",negative,1
"$ 56 billion in profits generated by Apple, Microsoft, and Google in the last quarter",neutral,0
Red and Blue Voters Live in Different Economies: And they are headed in different directions — with serious consequences for the president and his political opponents.,negative,0
Goldman Sachs Developing its Own Cryptocurrency?,neutral,1
Expedia CEO says the metaverse doesn’t pose a threat to what he calls ‘real-verse’ travel,neutral,0
"The SEC was irrelevant long before they were ‘tipped off’ by a mutual fund analyst about the 65 billion Madoff ponzi scheme YEARS before he was caught. Currently, financial regulators FINRA and the SEC are the most toxic and corrupt financial market entities",negative,1
"California exodus intensifies as retirees, teachers, musicians seek cheaper, less-crowded pastures",negative,1
"Despite red-hot labor demand, a majority of the roughly 2.5 million Americans who dropped out of the labor force during the pandemic and still aren't looking for jobs won't return to work this year, according to economists at Goldman Sachs.",negative,2
"Sen. Warren calls Fed Chair Powell a ‘dangerous man,’ says she will oppose his renomination",negative,2
Economic Pessimism Makes Sense Right Now,neutral,1
"Powell: No 'rulebook' on trade, pledges the Fed will 'act as appropriate' to sustain the economy",neutral,1
US productivity drops by most since the fourth quarter of 2015,negative,1
The Macroeconomic Effects of the August 2021 Senate Budget Reconciliation Package — Penn Wharton Budget Model,neutral,2
The New GOP Answer to Climate Change: It Exists But Just Rely on 'Innovation'and Nuclear To Save the Day,neutral,0
The 30-year Treasury bond yield is on the brink of falling to an all-time low,negative,2
Why Is the Gates Foundation Funding the UK’s Medicines Regulator?,neutral,1
Circular Economy: The Concept and its Limitations (Korhonen et al.),neutral,1
What if jobs are not the solution but the problem? – James Livingston | Aeon Essays,neutral,2
UK industry could face shutdowns as wholesale gas price hits record high,negative,1
"Surging shipping costs will drive up prices for some consumer products by 10%, new UN report finds.",negative,1
JPMorgan pours $130bn of excess cash into bonds in major shift,neutral,0
Cluster of hedge funds set to profit from Thomas Cook failure,neutral,1
UK economy 'shrank in last quarter' as Brexit fears hit companies,negative,0
"Wall Street may profit from Gamestop saga, depends on your definition of Wall Street",neutral,1
US Inflation: not entirely benign,neutral,1
"Here’s how much the global economy stands to lose — even more for the U.S. — if the Paris climate pact is ignored: ‘Business-as-usual’ emissions skate will cost the U.S. 10.5% of its per-capita GDP by the end of the century, researchers find",negative,0
"Brokerages failed to pay nearly 30% of dispute awards with investors last year, watchdog says",negative,2
"How Many Productive Hours in a Work Day? Just 2 Hours, 23 Minutes...",neutral,1
