title,prediction,sentiment
China warns of 'tough struggle' as it cuts growth target to lowest since 1990,positive,positive
Indian Tells Starlink to Stop Selling Internet Without License,negative,negative
Horizon Kinetics Q1 2019 Letter,negative,negative
What Killed the Middle Class?,negative,positive
Amazon: Five things we know about new boss Andy Jassy,negative,negative
China’s tech crackdown challenges Western notions,positive,positive
An analysis of CEOs and their emails,negative,negative
China's economic growth plunges to lowest level since 1992,positive,positive
Trouble Brewing in China’s Credit Markets as More Bond Defaults Come — good piece showing how ugly the upcoming Chinese credit market can get (Ex: 26 firms that defaulted in 2018 have 63 more bonds maturing this year..),positive,positive
Hong Kong exchange makes £29.6bn bid for London Stock Exchange,negative,negative
Biden rolls out multibillion-dollar plan to upgrade aging U.S. ports after passage of infrastructure bill,neutral,neutral
US households see biggest decline in net worth since the financial crisis,positive,positive
Tesla to pay $137m to former employee over racism at work,positive,positive
Big North Carolina factory likely to be Toyota battery plant | AP News,negative,negative
Study: Effects of the Student Loan Freeze,negative,negative
American productivity fell by the largest amount since 1960,positive,positive
Tesla shares fall after Consumer Reports says it will no longer recommend Model 3,positive,positive
"It’s Never Been Easier to Be a C.E.O., and the Pay Keeps Rising",negative,negative
Hong Kong's flight cancellations are a disaster for the economy - CNN,positive,positive
"Marketplace suspends most NFT sales, citing 'rampant' fakes and plagiarism",positive,positive
Elon Musk becomes world's richest person as wealth tops $185bn,neutral,negative
"What, Me Worry? Fed Chief's Emotional Tone Can Drive Markets, Study Suggests",negative,negative
London Metal Exchange’s historic “ring” reopens in the City,negative,negative
"Business conditions are at their worst level since the 2008 financial crisis, says Morgan Stanley",positive,positive
Bank of America's tech chief says there's nothing new about the Apple Card,negative,negative
Trade tensions and the risk of a recession lower corporate earnings forecasts,positive,positive
Investing in Europe's Japanification,negative,negative
"Japan's Nomura to cut $1 billion costs to revive wholesale business, shut branches",positive,positive
"Jeff Bezos to Step Down as Amazon CEO, Become Executive Chair",negative,negative
A Model of the Australian Housing Market,negative,negative
"Ant Group's IPO won't happen for at least six months after regulatory hurdles, China ETF issuer says",negative,negative
Consumer spending in the United States shrank by 0.5% in December,positive,positive
"Same question, anything that you can offer helps!",negative,negative
Tax Reform Unleashed the U.S. Economy: The surge in private investment has brought big returns for households as well as the government.,neutral,neutral
"The Federation of German Industries declared that there was “system competition” between Germany and China, in other words, that trade between the two countries had become a zero-sum battle",negative,negative
Tax Deduction for High-Income worth $200 billion put in Stimulus Negotiations,negative,negative
"Fox Entertainment, Bento Box Enter NFT Space, Launch $100 Million Creator Fund Through Newly Formed Blockchain Creative Labs",negative,negative
Can China’s outsized real estate sector amplify a Delta-induced slowdown? by Kenneth Rogoff,negative,negative
"People, metaphorically, ""shoot the messenger"" of bad news. They sometimes generate a dislike toward the bearer of bad news (laying-off, criticism, increasing work burden). But this dislike can be mitigated by using a technique called sandwiching and making intentions clear.",negative,positive
4 simple ways to nurture leads without being ‘pushy’,negative,negative
Trump picks another Fed member who believes in the gold standard. This one really means it,negative,negative
"Quantitative Easing, MMT, and Inflation/Deflation: A Primer",negative,negative
Classic case of do as I say not as I do… “The Great Inflation Scare- Not So Fast.”,negative,negative
Facebook plans to change its name as part of company rebrand – report,negative,negative
Amazon's business practices examined by two U.S. states,negative,negative
Lego doubles profits as demand soars beyond Covid-19 lockdown,neutral,neutral
"Russia, China and EU are pushing towards de-dollarization: Will India follow?",negative,negative
Argentina is months or even weeks far from defaulting its debt (it would be the ninth default in its history),positive,positive
Elizabeth Warren Is Proposing New Regulations on the Private Equity Industry,negative,negative
"Wages up 7% in Los Angeles/Orange County year over year, a real wage increase of nearly 4%",neutral,neutral
The Economist | Charity begins at work,negative,negative
"After Russia invaded Ukraine, Credit Suisse asked investors to destroy documents linked to oligarch yacht loans, report says",positive,positive
China Evergrande bond trading suspended after downgrade,positive,positive
Federal Trade Commission accuses Intuit of deceptively advertising TurboTax as free,positive,positive
The Four Basic Truths of Macroeconomics,negative,negative
A second Great Depression? Unemployment crisis hits big cities hard,positive,positive
"Stronger action on climate change would benefit the economy, study finds",neutral,neutral
"The number of job openings fell to 7.1 million on the last business day of February (-538,000)",positive,positive
"India, one of the world's largest exporters of onions, has banned the export of onions due to crop damage.",positive,positive
"The Workers Won’t Be Coming Back, Covid or Not. Here Are Theories on Where They Went.",negative,negative
"Nike warns on holiday delays, cuts full-year sales estimate",positive,positive
"$ 56 billion in profits generated by Apple, Microsoft, and Google in the last quarter",negative,negative
Red and Blue Voters Live in Different Economies: And they are headed in different directions — with serious consequences for the president and his political opponents.,positive,positive
Goldman Sachs Developing its Own Cryptocurrency?,negative,negative
Expedia CEO says the metaverse doesn’t pose a threat to what he calls ‘real-verse’ travel,negative,negative
"The SEC was irrelevant long before they were ‘tipped off’ by a mutual fund analyst about the 65 billion Madoff ponzi scheme YEARS before he was caught. Currently, financial regulators FINRA and the SEC are the most toxic and corrupt financial market entities",positive,positive
"California exodus intensifies as retirees, teachers, musicians seek cheaper, less-crowded pastures",negative,positive
"Despite red-hot labor demand, a majority of the roughly 2.5 million Americans who dropped out of the labor force during the pandemic and still aren't looking for jobs won't return to work this year, according to economists at Goldman Sachs.",positive,positive
"Sen. Warren calls Fed Chair Powell a ‘dangerous man,’ says she will oppose his renomination",positive,positive
Economic Pessimism Makes Sense Right Now,negative,negative
"Powell: No 'rulebook' on trade, pledges the Fed will 'act as appropriate' to sustain the economy",negative,negative
US productivity drops by most since the fourth quarter of 2015,positive,positive
The Macroeconomic Effects of the August 2021 Senate Budget Reconciliation Package — Penn Wharton Budget Model,negative,negative
The New GOP Answer to Climate Change: It Exists But Just Rely on 'Innovation'and Nuclear To Save the Day,negative,negative
The 30-year Treasury bond yield is on the brink of falling to an all-time low,positive,positive
Why Is the Gates Foundation Funding the UK’s Medicines Regulator?,negative,negative
Circular Economy: The Concept and its Limitations (Korhonen et al.),negative,negative
What if jobs are not the solution but the problem? – James Livingston | Aeon Essays,negative,negative
UK industry could face shutdowns as wholesale gas price hits record high,positive,positive
